ext_id,hero_name,set,mechanic,status,wp,decision,handler,designs
shld/yo-yo-rodriguez,Yo-Yo Rodriguez,shld,undercover,executable,WP-282,D-24060,packages/game-engine/src/hero/heroEffects.execute.ts#undercover,yo-yo-rodriguez
smhc/happy-hogan,Happy Hogan,smhc,coordinate,unsupported,,,,head-of-security|loyal-friend
smhc/happy-hogan,Happy Hogan,smhc,danger-sense,unsupported,,,,watchful-eye
smhc/happy-hogan,Happy Hogan,smhc,double-striker,unsupported,,,,asset-management
smhc/happy-hogan,Happy Hogan,smhc,striker,unsupported,,,,loyal-friend
smhc/high-tech-spider-man,High Tech Spider-Man,smhc,coordinate,unsupported,,,,friendly-neighborhood
smhc/high-tech-spider-man,High Tech Spider-Man,smhc,danger-sense,unsupported,,,,recon-drone-connection
smhc/high-tech-spider-man,High Tech Spider-Man,smhc,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,advanced-targeting-system
smhc/high-tech-spider-man,High Tech Spider-Man,smhc,reveal,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal,advanced-targeting-system
smhc/high-tech-spider-man,High Tech Spider-Man,smhc,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,friendly-neighborhood|recon-drone-connection|spider-grip
smhc/peter-parker-homecoming,"Peter Parker, Homecoming",smhc,coordinate,unsupported,,,,something-is-happening
smhc/peter-parker-homecoming,"Peter Parker, Homecoming",smhc,danger-sense,unsupported,,,,avenger-in-training|heightened-senses|homemade-web-shooters|something-is-happening
smhc/peter-parker-homecoming,"Peter Parker, Homecoming",smhc,reveal,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal,heightened-senses
smhc/peter-parker-homecoming,"Peter Parker, Homecoming",smhc,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,avenger-in-training|homemade-web-shooters|something-is-happening
smhc/peters-allies,Peter's Allies,smhc,coordinate,unsupported,,,,liz|may-parker|ned
smhc/tony-stark,Tony Stark,smhc,coordinate,unsupported,,,,as-usual-i-did-all-the-work|genius-billionaire|stay-out-of-trouble
smhc/tony-stark,Tony Stark,smhc,danger-sense,unsupported,,,,little-grey-area|stay-out-of-trouble
ssw1/apocalyptic-kitty-pryde,Apocalyptic Kitty Pryde,ssw1,(unmarked),unmarked,,,,
ssw1/black-bolt,Black Bolt,ssw1,(unmarked),unmarked,,,,
ssw1/black-panther,Black Panther,ssw1,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,catlike-reflexes
ssw1/captain-marvel,Captain Marvel,ssw1,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,supersonic-flight
ssw1/dr-strange,Dr. Strange,ssw1,teleport,unsupported,,,,cloak-of-levitation|sorcerer-supreme
ssw1/lady-thor,Lady Thor,ssw1,(unmarked),unmarked,,,,
ssw1/magik,Magik,ssw1,teleport,unsupported,,,,dimensional-portal|travel-through-limbo|wield-the-soulsword
ssw1/maximus,Maximus,ssw1,(unmarked),unmarked,,,,
ssw1/namor-the-sub-mariner,"Namor, the Sub-Mariner",ssw1,(unmarked),unmarked,,,,
ssw1/old-man-logan,Old Man Logan,ssw1,cross-dimensional-rampage,unsupported,,,,rage-out
ssw1/proxima-midnight,Proxima Midnight,ssw1,(unmarked),unmarked,,,,
ssw1/superior-iron-man,Superior Iron Man,ssw1,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,optimized-technology
ssw1/thanos,Thanos,ssw1,teleport,unsupported,,,,transdimensional-overlord
ssw1/ultimate-spider-man,Ultimate Spider-Man,ssw1,reveal,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal,leaping-spider|marvel-team-up|web-slinger
ssw2/agent-venom,Agent Venom,ssw2,patrol,unsupported,,,,big-slimeportunity|government-payroll
ssw2/agent-venom,Agent Venom,ssw2,spectrum,condition,,,,multi-gun
ssw2/agent-venom,Agent Venom,ssw2,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,big-slimeportunity|government-payroll|shapeshifting-symbiote
ssw2/arkon-the-magnificent,Arkon the Magnificent,ssw2,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,quiver-of-thunderbolts
ssw2/arkon-the-magnificent,Arkon the Magnificent,ssw2,patrol,unsupported,,,,all-terrain-barbarian|lord-of-dragons|warlord-of-open-spaces
ssw2/arkon-the-magnificent,Arkon the Magnificent,ssw2,spectrum,condition,,,,quiver-of-thunderbolts
ssw2/arkon-the-magnificent,Arkon the Magnificent,ssw2,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,all-terrain-barbarian
ssw2/beast,Beast,ssw2,patrol,unsupported,,,,upside-down-thinking
ssw2/beast,Beast,ssw2,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,upside-down-thinking
ssw2/black-swan,Black Swan,ssw2,(unmarked),unmarked,,,,
ssw2/captain-britain,Captain Britain,ssw2,patrol,unsupported,,,,raise-the-union-jack
ssw2/captain-and-the-devil-the,"Captain and the Devil, The",ssw2,patrol,unsupported,,,,feeding-grounds
ssw2/captain-and-the-devil-the,"Captain and the Devil, The",ssw2,spectrum,condition,,,,jurassic-america|patriotic-chomp
ssw2/corvus-glaive,Corvus Glaive,ssw2,patrol,unsupported,,,,let-none-escape-you
ssw2/dr-punisher-soldier-supreme,"Dr. Punisher, Soldier Supreme",ssw2,patrol,unsupported,,,,calm-before-the-storm|sweep-the-streets-of-trash
ssw2/dr-punisher-soldier-supreme,"Dr. Punisher, Soldier Supreme",ssw2,reveal-ko-attack,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal-ko-attack,youre-a-slow-learner
ssw2/elsa-bloodstone,Elsa Bloodstone,ssw2,patrol,unsupported,,,,monster-hunter
ssw2/elsa-bloodstone,Elsa Bloodstone,ssw2,spectrum,condition,,,,bloodstone-pendant|prodigy-of-ulysses-bloodstone
ssw2/elsa-bloodstone,Elsa Bloodstone,ssw2,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,defend-the-shield-wall
ssw2/phoenix-force-cyclops,Phoenix Force Cyclops,ssw2,(unmarked),unmarked,,,,
ssw2/ruby-summers,Ruby Summers,ssw2,discard-to-play,executable,WP-383,D-24184,packages/game-engine/src/hero/heroEffects.execute.ts#discard-to-play,heir-to-legends
ssw2/ruby-summers,Ruby Summers,ssw2,teleport,unsupported,,,,guerrilla-warfare
ssw2/shang-chi,Shang-Chi,ssw2,patrol,unsupported,,,,acrobatic-kung-fu|seek-the-empty-mind
ssw2/shang-chi,Shang-Chi,ssw2,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,acrobatic-kung-fu|muscle-memory
ssw2/silk,Silk,ssw2,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,cascading-maneuver
ssw2/silk,Silk,ssw2,reveal,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal,long-range-spider-sense
ssw2/silk,Silk,ssw2,reveal-ko-or-draw,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal-ko-or-draw,silk-stalking
ssw2/silk,Silk,ssw2,reveal-multi-take,unsupported,,,,borrowed-cloaking-device
ssw2/silk,Silk,ssw2,spectrum,condition,,,,borrowed-cloaking-device|cascading-maneuver|long-range-spider-sense
ssw2/silk,Silk,ssw2,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,borrowed-cloaking-device|cascading-maneuver
ssw2/soulsword-colossus,Soulsword Colossus,ssw2,cross-dimensional-rampage,unsupported,,,,possessed-by-the-soulsword
ssw2/spider-gwen,Spider-Gwen,ssw2,patrol,unsupported,,,,fateful-bridge|first-adventure|save-the-day
ssw2/spider-gwen,Spider-Gwen,ssw2,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,first-adventure|intertwining-webs
ssw2/time-traveling-jean-grey,Time-Traveling Jean Grey,ssw2,patrol,unsupported,,,,bridge-to-a-better-future|change-history
vill/bullseye,Bullseye,vill,dodge,executable,WP-275,D-24051,packages/game-engine/src/moves/dodgeCard.ts,fulfill-the-contract
vill/bullseye,Bullseye,vill,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,everythings-a-weapon
vill/dr-octopus,Dr. Octopus,vill,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,crazed-experiments
vill/electro,Electro,vill,dodge,executable,WP-275,D-24051,packages/game-engine/src/moves/dodgeCard.ts,electroshock-therapy|shocking-robbery
vill/enchantress,Enchantress,vill,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,unending-anguish
vill/green-goblin,Green Goblin,vill,dodge,executable,WP-275,D-24051,packages/game-engine/src/moves/dodgeCard.ts,goblin-glider|pumpkin-bombs|unstable-kidnapper
vill/juggernaut,Juggernaut,vill,discard-to-play,executable,WP-383,D-24184,packages/game-engine/src/hero/heroEffects.execute.ts#discard-to-play,runaway-train
vill/kingpin,Kingpin,vill,(unmarked),unmarked,,,,
vill/kraven,Kraven,vill,dodge,executable,WP-275,D-24051,packages/game-engine/src/moves/dodgeCard.ts,ceaseless-tracker
vill/loki,Loki,vill,(unmarked),unmarked,,,,
vill/magneto,Magneto,vill,dodge,executable,WP-275,D-24051,packages/game-engine/src/moves/dodgeCard.ts,magnetic-levitation|mutants-will-rule
vill/mysterio,Mysterio,vill,dodge,executable,WP-275,D-24051,packages/game-engine/src/moves/dodgeCard.ts,psychedelic-mist
vill/mystique,Mystique,vill,dodge,executable,WP-275,D-24051,packages/game-engine/src/moves/dodgeCard.ts,show-your-true-colors
vill/sabretooth,Sabretooth,vill,(unmarked),unmarked,,,,
vill/ultron,Ultron,vill,dodge,executable,WP-275,D-24051,packages/game-engine/src/moves/dodgeCard.ts,army-of-ultrons|encephalo-ray
vill/venom,Venom,vill,(unmarked),unmarked,,,,
vnom/carnage,Carnage,vnom,digest,unsupported,,,,carnivore
vnom/carnage,Carnage,vnom,excessive-violence,unsupported,,,,feast-or-famine|gruesome-feast|rending-claws
vnom/carnage,Carnage,vnom,indigestion,unsupported,,,,carnivore
vnom/venom,Venom,vnom,digest,unsupported,,,,devouring-drool|insatiable-hunger
vnom/venom,Venom,vnom,excessive-violence,unsupported,,,,razor-teeth
vnom/venom,Venom,vnom,indigestion,unsupported,,,,devouring-drool|insatiable-hunger
vnom/venom-rocket,Venom Rocket,vnom,digest,unsupported,,,,hungry-for-action
vnom/venom-rocket,Venom Rocket,vnom,excessive-violence,unsupported,,,,serious-overkill
vnom/venomized-dr-strange,Venomized Dr. Strange,vnom,digest,unsupported,,,,cauldron-of-the-cosmos
vnom/venompool,Venompool,vnom,digest,unsupported,,,,digest-that-chimichanga|play-to-the-crowd
vnom/venompool,Venompool,vnom,excessive-violence,unsupported,,,,can-i-get-a-little-gratitude
vnom/venompool,Venompool,vnom,indigestion,unsupported,,,,digest-that-chimichanga|play-to-the-crowd
wpnx/fantomex,Fantomex,wpnx,weapon-x-sequence,unsupported,,,,misdirection|sentient-bullets|three-brains|weapon-xiii
wpnx/marrow,Marrow,wpnx,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,bone-shards|hyper-adaptive-skeleton
wpnx/marrow,Marrow,wpnx,weapon-x-sequence,unsupported,,,,metabolic-overdrive
wpnx/weapon-h,Weapon H,wpnx,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,slice-and-smash|the-future-of-warfare|ultimate-killing-machine
wpnx/weapon-h,Weapon H,wpnx,weapon-x-sequence,unsupported,,,,ultimate-killing-machine
wpnx/weapon-x-wolverine,Weapon X (Wolverine),wpnx,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,escape-the-weapon-x-lab|raging-regeneration|violent-conditioning
wpnx/weapon-x-wolverine,Weapon X (Wolverine),wpnx,weapon-x-sequence,unsupported,,,,escape-the-weapon-x-lab|infuse-skeleton-with-adamantium
wtif/apocalyptic-black-widow,Apocalyptic Black Widow,wtif,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,plant-hidden-asset|relentless
wtif/apocalyptic-black-widow,Apocalyptic Black Widow,wtif,liberate,unsupported,,,,relentless|the-last-avenger|time-to-save-the-multiverse
wtif/apocalyptic-black-widow,Apocalyptic Black Widow,wtif,what-if,unsupported,,,,the-last-avenger
wtif/captain-carter,Captain Carter,wtif,liberate,unsupported,,,,the-shield-of-britain
wtif/captain-carter,Captain Carter,wtif,what-if,unsupported,,,,super-soldier-serum
wtif/doctor-strange-supreme,Doctor Strange Supreme,wtif,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,to-save-christine
wtif/doctor-strange-supreme,Doctor Strange Supreme,wtif,soulbind,unsupported,,,,seize-infernal-power|stygian-communion|summon-demon-minions|to-save-christine
wtif/doctor-strange-supreme,Doctor Strange Supreme,wtif,what-if,unsupported,,,,wards-of-the-vishanti
wtif/gamora-destroyer-of-thanos,"Gamora, Destroyer of Thanos",wtif,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,assassins-stealth
wtif/gamora-destroyer-of-thanos,"Gamora, Destroyer of Thanos",wtif,soulbind,unsupported,,,,destroy-an-infinity-stone|the-infinity-crusher
wtif/gamora-destroyer-of-thanos,"Gamora, Destroyer of Thanos",wtif,what-if,unsupported,,,,titanicide
wtif/killmonger-spec-ops,"Killmonger, Spec Ops",wtif,liberate,unsupported,,,,hostage-rescue|im-the-king-baby|plot-a-betrayal
wtif/killmonger-spec-ops,"Killmonger, Spec Ops",wtif,what-if,unsupported,,,,hostage-rescue
wtif/party-thor,Party Thor,wtif,cross-dimensional-rampage,unsupported,,,,asgardian-rager
wtif/party-thor,Party Thor,wtif,what-if,unsupported,,,,only-son
wtif/star-lord-tchalla,Star-Lord T'Challa,wtif,empowered,executable,WP-267,D-24044,packages/game-engine/src/hero/effectPrimitive.interpret.ts,colliding-dreams|cross-the-multiverse|fight-or-flight
wtif/star-lord-tchalla,Star-Lord T'Challa,wtif,put-any-number-bottom-hq,executable,,D-24132,packages/game-engine/src/hero/heroEffects.execute.ts#put-any-number-bottom-hq,colliding-dreams
wtif/star-lord-tchalla,Star-Lord T'Challa,wtif,what-if,unsupported,,,,cross-the-multiverse|interstellar-adventures|unexpected-exit
wtif/uatu-the-watcher,"Uatu, The Watcher",wtif,empowered,unsupported,WP-267,D-24044,,anoint-a-champion|convoke-the-guardians
wtif/uatu-the-watcher,"Uatu, The Watcher",wtif,soulbind,unsupported,,,,history-repeats
wtif/uatu-the-watcher,"Uatu, The Watcher",wtif,what-if,unsupported,,,,another-dimension-crumbles|break-the-oath|convoke-the-guardians
wwhk/amadeus-cho,Amadeus Cho,wwhk,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,gamma-draining-nanites
wwhk/amadeus-cho,Amadeus Cho,wwhk,outwit,unsupported,,,,extrapolate|like-totally-smart-hulk|renegade-genius|visualize-the-variables
wwhk/amadeus-cho,Amadeus Cho,wwhk,transform,unsupported,,,,gamma-draining-nanites
wwhk/bruce-banner,Bruce Banner,wwhk,outwit,unsupported,,,,gamma-bomb-disaster|gamma-ray-experiment|solve-the-impossible
wwhk/bruce-banner,Bruce Banner,wwhk,reveal-ko,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal-ko,dangerous-testing
wwhk/bruce-banner,Bruce Banner,wwhk,smash,unsupported,,,,savage-hulk-unleashed
wwhk/bruce-banner,Bruce Banner,wwhk,transform,unsupported,,,,gamma-bomb-disaster
wwhk/caiera,Caiera,wwhk,outwit,unsupported,,,,focus-the-old-power|shadow-queen
wwhk/caiera,Caiera,wwhk,smash,unsupported,,,,shadowforged-blade
wwhk/caiera,Caiera,wwhk,transform,unsupported,,,,dutiful-protector
wwhk/gladiator-hulk,Gladiator Hulk,wwhk,cross-dimensional-rampage,unsupported,,,,the-green-scar
wwhk/gladiator-hulk,Gladiator Hulk,wwhk,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,dont-make-me-angry
wwhk/gladiator-hulk,Gladiator Hulk,wwhk,smash,unsupported,,,,dont-make-me-angry|double-fisted-smashing|seize-the-throne
wwhk/gladiator-hulk,Gladiator Hulk,wwhk,transform,unsupported,,,,seize-the-throne
wwhk/gladiator-hulk,Gladiator Hulk,wwhk,wounded-fury,unsupported,,,,the-green-scar
wwhk/hiroim,Hiroim,wwhk,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,save-from-the-rubble
wwhk/hiroim,Hiroim,wwhk,transform,unsupported,,,,save-from-the-rubble
wwhk/hulkbuster-iron-man,Hulkbuster Iron Man,wwhk,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,pound-for-pound|ultra-massive-armor
wwhk/hulkbuster-iron-man,Hulkbuster Iron Man,wwhk,outwit,unsupported,,,,attune-techtonic-transducer
wwhk/hulkbuster-iron-man,Hulkbuster Iron Man,wwhk,smash,unsupported,,,,attune-techtonic-transducer|ultra-massive-armor
wwhk/hulkbuster-iron-man,Hulkbuster Iron Man,wwhk,transform,unsupported,,,,build-the-suit
wwhk/joe-fixit-grey-hulk,"Joe Fixit, Grey Hulk",wwhk,smash,unsupported,,,,carefully-considered-smashing
wwhk/joe-fixit-grey-hulk,"Joe Fixit, Grey Hulk",wwhk,transform,unsupported,,,,ambitious-enforcer
wwhk/korg,Korg,wwhk,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,lord-of-granite|nothing-beats-rock
wwhk/korg,Korg,wwhk,outwit,unsupported,,,,move-mountains
wwhk/korg,Korg,wwhk,smash,unsupported,,,,lord-of-granite|nothing-beats-rock
wwhk/korg,Korg,wwhk,transform,unsupported,,,,forged-by-fire
wwhk/miek-the-unhived,"Miek, The Unhived",wwhk,feast,unsupported,,,,devouring-frenzy|hive-king-miek|metamorphosis
wwhk/miek-the-unhived,"Miek, The Unhived",wwhk,smash,unsupported,,,,this-bug-smashes-you
wwhk/miek-the-unhived,"Miek, The Unhived",wwhk,transform,unsupported,,,,metamorphosis
wwhk/namora,Namora,wwhk,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,crushing-tsunami
wwhk/namora,Namora,wwhk,smash,unsupported,,,,crushing-tsunami|master-of-depths
wwhk/namora,Namora,wwhk,transform,unsupported,,,,herculean-effort
wwhk/no-name-brood-queen,"No-Name, Brood Queen",wwhk,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,torrent-of-broodlings
wwhk/no-name-brood-queen,"No-Name, Brood Queen",wwhk,feast,unsupported,,,,appetite-for-destruction|bursting-with-life|world-spanning-hunger
wwhk/no-name-brood-queen,"No-Name, Brood Queen",wwhk,transform,unsupported,,,,bursting-with-life
wwhk/rick-jones,Rick Jones,wwhk,reveal-min,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal-min,captain-marvel
wwhk/rick-jones,Rick Jones,wwhk,smash,unsupported,,,,a-bomb
wwhk/rick-jones,Rick Jones,wwhk,transform,unsupported,,,,caught-in-kree-skrull-war|irradiated-blood|seek-the-nega-bands
wwhk/sentry,Sentry,wwhk,feast,unsupported,,,,the-void-unchained
wwhk/sentry,Sentry,wwhk,transform,unsupported,,,,agoraphobia|golden-guardian-of-good|mournful-sentinel|the-void-unchained|vast-unstable-power
wwhk/sentry,Sentry,wwhk,transformed,unsupported,,,,rival-personalities
wwhk/she-hulk,She-Hulk,wwhk,outwit,unsupported,,,,window-of-opportunity
wwhk/she-hulk,She-Hulk,wwhk,smash,unsupported,,,,hurl-trucks
wwhk/she-hulk,She-Hulk,wwhk,transform,unsupported,,,,hurl-legal-objections
wwhk/skaar-son-of-hulk,"Skaar, Son of Hulk",wwhk,smash,unsupported,,,,anger-management
wwhk/skaar-son-of-hulk,"Skaar, Son of Hulk",wwhk,transform,unsupported,,,,mood-swings
wwhk/skaar-son-of-hulk,"Skaar, Son of Hulk",wwhk,wounded-fury,unsupported,,,,planetary-level-revenge|raging-savage|scarred-past
xmen/aurora-northstar,Aurora & Northstar,xmen,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,blazing-fists
xmen/aurora-northstar,Aurora & Northstar,xmen,lightshow,unsupported,,,,blazing-flare|mach-10|northern-lights|twin-blast
xmen/aurora-northstar,Aurora & Northstar,xmen,soaring-flight,unsupported,,,,mach-10|northern-lights|twin-blast
xmen/banshee,Banshee,xmen,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,sonar-detection
xmen/banshee,Banshee,xmen,piercing-energy,unsupported,,,,bone-shattering-howl|sonar-detection|sonic-blastwave|speed-of-sound
xmen/banshee,Banshee,xmen,soaring-flight,unsupported,,,,speed-of-sound
xmen/banshee,Banshee,xmen,x-gene,unsupported,,,,sonar-detection
xmen/beast,Beast,xmen,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,calculated-rage|furry-fury|recursive-pummeling
xmen/beast,Beast,xmen,x-gene,unsupported,,,,captivating-conundrum|furry-fury|recursive-pummeling
xmen/cannonball,Cannonball,xmen,soaring-flight,unsupported,,,,carry-to-the-air|human-cannon|kinetic-blast-field|natural-leader
xmen/colossus-wolverine,Colossus & Wolverine,xmen,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,fastball-special|insane-disregard-for-danger|uncanny-x-men|unpredictable
xmen/colossus-wolverine,Colossus & Wolverine,xmen,soaring-flight,unsupported,,,,fastball-special
xmen/colossus-wolverine,Colossus & Wolverine,xmen,x-gene,unsupported,,,,fastball-special
xmen/dazzler,Dazzler,xmen,lightshow,unsupported,,,,citywide-mega-concert|convert-sound-to-light|dazzling-glamour|inspire-the-world
xmen/dazzler,Dazzler,xmen,piercing-energy,unsupported,,,,convert-sound-to-light
xmen/havok,Havok,xmen,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,radiation-focus-array|unleash-havok
xmen/havok,Havok,xmen,discard-to-play,executable,WP-383,D-24184,packages/game-engine/src/hero/heroEffects.execute.ts#discard-to-play,unleash-havok
xmen/havok,Havok,xmen,lightshow,unsupported,,,,blinding-burst
xmen/havok,Havok,xmen,x-gene,unsupported,,,,concussive-plasma|radiation-focus-array
xmen/jubilee,Jubilee,xmen,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,blasting-fireworks|light-a-spark
xmen/jubilee,Jubilee,xmen,lightshow,unsupported,,,,blasting-fireworks|light-a-spark|prismatic-cascade|unexpected-explosion
xmen/kitty-pryde,Kitty Pryde,xmen,put-bottom-hq-icon-reward,executable,,D-24133,packages/game-engine/src/hero/heroEffects.execute.ts#put-bottom-hq-icon-reward,intangible-qualities
xmen/kitty-pryde,Kitty Pryde,xmen,soaring-flight,unsupported,,,,lockheed-kittys-dragon
xmen/kitty-pryde,Kitty Pryde,xmen,x-gene,unsupported,,,,going-through-a-phase
xmen/legion,Legion,xmen,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,bend-steel
xmen/legion,Legion,xmen,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,channel-time
xmen/legion,Legion,xmen,lightshow,unsupported,,,,bend-light
xmen/legion,Legion,xmen,piercing-energy,unsupported,,,,split-eardrums
xmen/legion,Legion,xmen,soaring-flight,unsupported,,,,maelstrom-of-clashing-powers
xmen/longshot,Longshot,xmen,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,flurry-of-blades
xmen/phoenix,Phoenix,xmen,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,driven-mad-by-power
xmen/phoenix,Phoenix,xmen,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,reincarnating-phoenix
xmen/phoenix,Phoenix,xmen,piercing-energy,unsupported,,,,obliterating-fire
xmen/phoenix,Phoenix,xmen,soaring-flight,unsupported,,,,obliterating-fire
xmen/polaris,Polaris,xmen,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,electromagnetic-pulse
xmen/polaris,Polaris,xmen,piercing-energy,unsupported,,,,electromagnetic-pulse
xmen/polaris,Polaris,xmen,soaring-flight,unsupported,,,,reverse-polarity|ride-the-magnetic-waves|subtle-attunement
xmen/polaris,Polaris,xmen,x-gene,unsupported,,,,reverse-polarity
xmen/psylocke,Psylocke,xmen,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,psychic-knife
xmen/psylocke,Psylocke,xmen,piercing-energy,unsupported,,,,butterfly-effect|psychic-knife|telepathic-ninjutsu
xmen/psylocke,Psylocke,xmen,x-gene,unsupported,,,,butterfly-effect
xmen/x-23,X-23,xmen,berserk,executable,WP-256,D-24031,packages/game-engine/src/hero/effectPrimitive.interpret.ts,bioengineered-assassin|healing-factor-genome|heir-to-wolverine
xmen/x-23,X-23,xmen,x-gene,unsupported,,,,adamantium-foot-claws|bioengineered-assassin|heir-to-wolverine
