ext_id,card_name,set,card_type,mechanic,status,wp,decision,handler
henchman-magma-men,Magma Men,ssw2,henchman,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
ssw2-villain-monster-metropolis-man-thing,Man-Thing,ssw2,villain,(unmarked),unmarked,,,
ssw2-villain-monster-metropolis-marcus-symbiote-centaur,Marcus Symbiote Centaur,ssw2,villain,(unmarked),unmarked,,,
ssw2-villain-utopolis-nighthawk,Nighthawk,ssw2,villain,(unmarked),unmarked,,,
ssw2-villain-deadpools-secret-secret-wars-pink-sphinx,Pink Sphinx,ssw2,villain,(unmarked),unmarked,,,
ssw2-villain-kun-lun-rand-kai,Rand K'ai,ssw2,villain,(unmarked),unmarked,,,
ssw2-villain-kun-lun-razor-fist,Razor Fist,ssw2,villain,(unmarked),unmarked,,,
ssw2-villain-kun-lun-red-sai,Red Sai,ssw2,villain,(unmarked),unmarked,,,
ssw2-villain-guardians-of-knowhere-rocket-raccoon,Rocket Raccoon,ssw2,villain,(unmarked),unmarked,,,
henchman-spider-infected,Spider-Infected,ssw2,henchman,captureBystander,unsupported,WP-185,D-18506,
ssw2-villain-utopolis-warrior-woman,Warrior Woman,ssw2,villain,(unmarked),unmarked,,,
ssw2-villain-utopolis-whizzer,Whizzer,ssw2,villain,gainWoundEachPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#gain-wound
vill-villain-x-men-first-class-angel,Angel,vill,villain,(unmarked),unmarked,,,
vill-villain-avengers-ant-man,Ant-Man,vill,villain,(unmarked),unmarked,,,
henchman-asgardian-warriors,Asgardian Warriors,vill,henchman,(unmarked),unmarked,,,
vill-villain-x-men-first-class-beast,Beast,vill,villain,(unmarked),unmarked,,,
vill-villain-spider-friends-black-cat,Black Cat,vill,villain,(unmarked),unmarked,,,
vill-villain-marvel-knights-black-panther,Black Panther,vill,villain,(unmarked),unmarked,,,
vill-villain-avengers-captain-america,Captain America,vill,villain,(unmarked),unmarked,,,
vill-villain-uncanny-x-men-colossus,Colossus,vill,villain,(unmarked),unmarked,,,
henchman-cops,Cops,vill,henchman,(unmarked),unmarked,,,
vill-villain-x-men-first-class-cyclops,Cyclops,vill,villain,(unmarked),unmarked,,,
vill-villain-defenders-daredevil,Daredevil,vill,villain,(unmarked),unmarked,,,
vill-villain-marvel-knights-elektra,Elektra,vill,villain,(unmarked),unmarked,,,
vill-villain-spider-friends-firestar,Firestar,vill,villain,(unmarked),unmarked,,,
vill-villain-marvel-knights-ghost-rider,Ghost Rider,vill,villain,(unmarked),unmarked,,,
vill-villain-uncanny-avengers-havok,Havok,vill,villain,(unmarked),unmarked,,,
vill-villain-avengers-hulk,Hulk,vill,villain,(unmarked),unmarked,,,
vill-villain-x-men-first-class-iceman,Iceman,vill,villain,(unmarked),unmarked,,,
vill-villain-defenders-iron-fist,Iron Fist,vill,villain,(unmarked),unmarked,,,
vill-villain-avengers-iron-man,Iron Man,vill,villain,(unmarked),unmarked,,,
vill-villain-x-men-first-class-jean-grey,Jean Grey,vill,villain,(unmarked),unmarked,,,
vill-villain-defenders-luke-cage,Luke Cage,vill,villain,(unmarked),unmarked,,,
vill-villain-spider-friends-moon-knight,Moon Knight,vill,villain,(unmarked),unmarked,,,
henchman-multiple-man,Multiple Man,vill,henchman,(unmarked),unmarked,,,
vill-villain-defenders-namor-the-sub-mariner,"Namor, The Sub-Mariner",vill,villain,(unmarked),unmarked,,,
vill-villain-uncanny-x-men-nightcrawler,Nightcrawler,vill,villain,(unmarked),unmarked,,,
vill-villain-marvel-knights-punisher,Punisher,vill,villain,(unmarked),unmarked,,,
vill-villain-uncanny-avengers-rogue,Rogue,vill,villain,(unmarked),unmarked,,,
henchman-shield-assault-squad,S.H.I.E.L.D. Assault Squad,vill,henchman,(unmarked),unmarked,,,
vill-villain-uncanny-avengers-scarlet-witch,Scarlet Witch,vill,villain,(unmarked),unmarked,,,
vill-villain-uncanny-x-men-shadowcat,Shadowcat,vill,villain,(unmarked),unmarked,,,
vill-villain-spider-friends-spider-man,Spider-Man,vill,villain,(unmarked),unmarked,,,
vill-villain-uncanny-x-men-storm,Storm,vill,villain,(unmarked),unmarked,,,
vill-villain-avengers-thor,Thor,vill,villain,(unmarked),unmarked,,,
vill-villain-avengers-wasp,Wasp,vill,villain,(unmarked),unmarked,,,
vill-villain-uncanny-avengers-wolverine,Wolverine,vill,villain,(unmarked),unmarked,,,
vnom-villain-life-foundation-agony,Agony,vnom,villain,(unmarked),unmarked,,,
vnom-villain-life-foundation-dr-carlton-drake,Dr. Carlton Drake,vnom,villain,(unmarked),unmarked,,,
vnom-villain-life-foundation-lasher,Lasher,vnom,villain,(unmarked),unmarked,,,
vnom-villain-life-foundation-phage,Phage,vnom,villain,(unmarked),unmarked,,,
vnom-villain-poisons-poison-captain-america,Poison Captain America,vnom,villain,(unmarked),unmarked,,,
vnom-villain-poisons-poison-dr-octopus,Poison Dr. Octopus,vnom,villain,(unmarked),unmarked,,,
vnom-villain-poisons-poison-hulk,Poison Hulk,vnom,villain,(unmarked),unmarked,,,
vnom-villain-poisons-poison-sabretooth,Poison Sabretooth,vnom,villain,(unmarked),unmarked,,,
vnom-villain-poisons-poison-scarlet-witch,Poison Scarlet Witch,vnom,villain,(unmarked),unmarked,,,
vnom-villain-poisons-poison-spider-man,Poison Spider-Man,vnom,villain,(unmarked),unmarked,,,
vnom-villain-poisons-poison-storm,Poison Storm,vnom,villain,(unmarked),unmarked,,,
vnom-villain-life-foundation-riot,Riot,vnom,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
vnom-villain-life-foundation-scream,Scream,vnom,villain,(unmarked),unmarked,,,
vnom-villain-poisons-symbiotic-armor,Symbiotic Armor,vnom,villain,(unmarked),unmarked,,,
wpnx-villain-berserkers-cyber,Cyber,wpnx,villain,(unmarked),unmarked,,,
wpnx-villain-weapon-plus-daken,Daken,wpnx,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
wpnx-villain-berserkers-feral,Feral,wpnx,villain,(unmarked),unmarked,,,
wpnx-villain-weapon-plus-huntsman-weapon-xii,Huntsman (Weapon XII),wpnx,villain,(unmarked),unmarked,,,
wpnx-villain-weapon-plus-nuke-weapon-vii,Nuke (Weapon VII),wpnx,villain,gainWoundEachPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#gain-wound
wpnx-villain-weapon-plus-skinless-man-weapon-iii,Skinless Man (Weapon III),wpnx,villain,(unmarked),unmarked,,,
wpnx-villain-berserkers-thornn,Thornn,wpnx,villain,(unmarked),unmarked,,,
wpnx-villain-weapon-plus-typhoid-mary-weapon-ix,Typhoid Mary (Weapon IX),wpnx,villain,(unmarked),unmarked,,,
wpnx-villain-weapon-plus-ultimaton-weapon-xv,Ultimaton (Weapon XV),wpnx,villain,(unmarked),unmarked,,,
wpnx-villain-berserkers-wild-child,Wild Child,wpnx,villain,(unmarked),unmarked,,,
wtif-villain-rival-overlords-arnim-zola-hydra-scientist,"Arnim Zola, HYDRA Scientist",wtif,villain,(unmarked),unmarked,,,
wtif-villain-intergalactic-party-animals-captain-marvel-end-of-the-party,"Captain Marvel, End of the Party",wtif,villain,(unmarked),unmarked,,,
wtif-villain-black-order-guards-corvus-glaive,Corvus Glaive,wtif,villain,(unmarked),unmarked,,,
wtif-villain-black-order-guards-cull-obsidian,Cull Obsidian,wtif,villain,(unmarked),unmarked,,,
wtif-villain-stranges-demons-demon-champion-of-hydra,Demon Champion of Hydra,wtif,villain,(unmarked),unmarked,,,
wtif-villain-stranges-demons-demon-dragon,Demon Dragon,wtif,villain,(unmarked),unmarked,,,
wtif-villain-stranges-demons-demonbound-doctor-strange,Demonbound Doctor Strange,wtif,villain,(unmarked),unmarked,,,
wtif-villain-rival-overlords-dormammu,Dormammu,wtif,villain,(unmarked),unmarked,,,
wtif-villain-black-order-guards-ebony-maw,Ebony Maw,wtif,villain,(unmarked),unmarked,,,
wtif-villain-rival-overlords-ego,Ego,wtif,villain,(unmarked),unmarked,,,
wtif-villain-intergalactic-party-animals-frigga-mother-of-thor,"Frigga, Mother of Thor",wtif,villain,(unmarked),unmarked,,,
henchman-giants-of-jotunheim,Giants of Jotunheim,wtif,henchman,(unmarked),unmarked,,,
wtif-villain-rival-overlords-loki,Loki,wtif,villain,(unmarked),unmarked,,,
wtif-villain-stranges-demons-moose-demon,Moose Demon,wtif,villain,(unmarked),unmarked,,,
wtif-villain-intergalactic-party-animals-party-korath,Party Korath,wtif,villain,(unmarked),unmarked,,,
wtif-villain-intergalactic-party-animals-party-korg,Party Korg,wtif,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
wtif-villain-intergalactic-party-animals-party-kraglin,Party Kraglin,wtif,villain,(unmarked),unmarked,,,
wtif-villain-intergalactic-party-animals-party-nebula,Party Nebula,wtif,villain,(unmarked),unmarked,,,
wtif-villain-intergalactic-party-animals-party-skrull,Party Skrull,wtif,villain,(unmarked),unmarked,,,
wtif-villain-intergalactic-party-animals-party-surtur,Party Surtur,wtif,villain,(unmarked),unmarked,,,
wtif-villain-black-order-guards-proxima-midnight,Proxima Midnight,wtif,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
wtif-villain-rival-overlords-red-skull-hydra-occultist,"Red Skull, HYDRA Occultist",wtif,villain,(unmarked),unmarked,,,
wtif-villain-stranges-demons-skull-demon,Skull Demon,wtif,villain,(unmarked),unmarked,,,
wtif-villain-rival-overlords-thanos,Thanos,wtif,villain,(unmarked),unmarked,,,
wtif-villain-stranges-demons-two-headed-ram-demon,Two-Headed Ram Demon,wtif,villain,(unmarked),unmarked,,,
wtif-villain-rival-overlords-ulysses-klaue,Ulysses Klaue,wtif,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
henchman-vibranium-liberator-drones,Vibranium Liberator Drones,wtif,henchman,(unmarked),unmarked,,,
wtif-villain-stranges-demons-wolf-demon,Wolf Demon,wtif,villain,(unmarked),unmarked,,,
wtif-villain-rival-overlords-yondu,Yondu,wtif,villain,captureBystander,executable,WP-185,D-18506,packages/game-engine/src/villain/villainEffects.execute.ts#capture-bystander
wtif-villain-rival-overlords-yondu,Yondu,wtif,villain,koHeroEachPlayer,executable,WP-189,D-18901,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
wtif-villain-zombie-avengers-zombie-captain-america,Zombie Captain America,wtif,villain,(unmarked),unmarked,,,
wtif-villain-zombie-avengers-zombie-doctor-strange,Zombie Doctor Strange,wtif,villain,(unmarked),unmarked,,,
wtif-villain-zombie-avengers-zombie-hawkeye,Zombie Hawkeye,wtif,villain,(unmarked),unmarked,,,
wtif-villain-zombie-avengers-zombie-iron-man,Zombie Iron Man,wtif,villain,(unmarked),unmarked,,,
wtif-villain-zombie-avengers-zombie-wasp,Zombie Wasp,wtif,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
wtif-villain-zombie-avengers-zombie-wong,Zombie Wong,wtif,villain,(unmarked),unmarked,,,
wwhk-villain-intelligencia-battle-of-wits,Battle of Wits,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-aspects-of-the-void-black-anti-hurricane,Black Anti-Hurricane,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-illuminati-black-bolt,Black Bolt,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-code-red-caught-red-handed,Caught Red-Handed,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-intelligencia-cosmic-hulk-robot,Cosmic Hulk Robot,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-code-red-crimson-dynamo,Crimson Dynamo,wwhk,villain,(unmarked),unmarked,,,
henchman-cytoplasm-spikes,Cytoplasm Spikes,wwhk,henchman,(unmarked),unmarked,,,
henchman-deaths-heads,Death's Heads,wwhk,henchman,(unmarked),unmarked,,,
wwhk-villain-aspects-of-the-void-demonform,Demonform,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-intelligencia-doc-samson,Doc Samson,wwhk,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
wwhk-villain-illuminati-dr-strange,Dr. Strange,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-illuminati-dr-strange-possessed-by-zom,"Dr. Strange, Possessed by Zom",wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-code-red-elektra-red-blades,"Elektra, Red Blades",wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-warbound-elloe-kaifi,Elloe Kaifi,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-illuminati-enchain-the-hulk,Enchain the Hulk,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-sakaar-imperial-guard-gladiators-colosseum,Gladiators' Colosseum,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-sakaar-imperial-guard-great-devil-corker,Great Devil Corker,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-sakaar-imperial-guard-headman-charr,Headman Charr,wwhk,villain,gainWoundEachPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#gain-wound
wwhk-villain-warbound-hiroim,Hiroim,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-illuminati-hulkbuster-iron-man,Hulkbuster Iron Man,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-aspects-of-the-void-infini-tendrils,Infini-Tendrils,wwhk,villain,captureBystander,executable,WP-185,D-18506,packages/game-engine/src/villain/villainEffects.execute.ts#capture-bystander
wwhk-villain-u-foes-ironclad,Ironclad,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-warbound-korg,Korg,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-sakaar-imperial-guard-lieutenant-caiera,Lieutenant Caiera,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-warbound-miek-the-unhived,Miek The Unhived,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-warbound-no-name-brood-queen,"No-Name, Brood Queen",wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-sakaar-imperial-guard-primus-vand,Primus Vand,wwhk,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
wwhk-villain-aspects-of-the-void-psychotic-break,Psychotic Break,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-code-red-punisher-red-dot-sniper,"Punisher, Red Dot Sniper",wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-code-red-red-she-hulk,Red She-Hulk,wwhk,villain,(unmarked),unmarked,,,
henchman-sakaaran-hivelings,Sakaaran Hivelings,wwhk,henchman,(unmarked),unmarked,,,
wwhk-villain-aspects-of-the-void-shadow-man,Shadow Man,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-intelligencia-the-leader-gamma-fiend,"The Leader, Gamma Fiend",wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-code-red-thundra,Thundra,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-u-foes-unidentified-flying-u-foes,Unidentified Flying U-Foes,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-u-foes-vapor,Vapor,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-u-foes-vector,Vector,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-warbound-warbound-rescue,Warbound Rescue,wwhk,villain,(unmarked),unmarked,,,
wwhk-villain-u-foes-x-ray,X-Ray,wwhk,villain,(unmarked),unmarked,,,
xmen-villain-murderworld-animatronic-killer-clowns,Animatronic Killer Clowns,xmen,villain,(unmarked),unmarked,,,
xmen-villain-shadow-x-betrayal-of-the-shadow,Betrayal of the Shadow,xmen,villain,(unmarked),unmarked,,,
xmen-villain-shiar-imperial-guard-blackthorn,Blackthorn,xmen,villain,gainWoundEachPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#gain-wound
henchman-brood-the,"Brood, The",xmen,henchman,(unmarked),unmarked,,,
xmen-villain-hellfire-club-corrupt-the-phoenix-force,Corrupt the Phoenix Force,xmen,villain,(unmarked),unmarked,,,
xmen-villain-shadow-x-dark-angel,Dark Angel,xmen,villain,(unmarked),unmarked,,,
xmen-villain-shadow-x-dark-beast,Dark Beast,xmen,villain,(unmarked),unmarked,,,
xmen-villain-shadow-x-dark-cyclops,Dark Cyclops,xmen,villain,(unmarked),unmarked,,,
xmen-villain-shadow-x-dark-iceman,Dark Iceman,xmen,villain,(unmarked),unmarked,,,
xmen-villain-shadow-x-dark-marvel-girl,Dark Marvel Girl,xmen,villain,(unmarked),unmarked,,,
xmen-villain-hellfire-club-emma-frost-white-queen,Emma Frost (White Queen),xmen,villain,(unmarked),unmarked,,,
xmen-villain-dark-descendants-fatale,Fatale,xmen,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
xmen-villain-shiar-imperial-guard-gladiator,Gladiator,xmen,villain,(unmarked),unmarked,,,
xmen-villain-murderworld-guillotine-rollercoaster,Guillotine Rollercoaster,xmen,villain,(unmarked),unmarked,,,
xmen-villain-hellfire-club-harry-leland-black-bishop,Harry Leland (Black Bishop),xmen,villain,(unmarked),unmarked,,,
xmen-villain-dark-descendants-havok-brainwashed,"Havok, Brainwashed",xmen,villain,(unmarked),unmarked,,,
henchman-hellfire-cult,Hellfire Cult,xmen,henchman,(unmarked),unmarked,,,
xmen-villain-sisterhood-of-mutants-lady-deathstrike,Lady Deathstrike,xmen,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
xmen-villain-sisterhood-of-mutants-lady-mastermind,Lady Mastermind,xmen,villain,(unmarked),unmarked,,,
xmen-villain-mojoverse-major-domo,Major Domo,xmen,villain,(unmarked),unmarked,,,
xmen-villain-hellfire-club-mastermind-jason-wyngarde,Mastermind (Jason Wyngarde),xmen,villain,(unmarked),unmarked,,,
xmen-villain-mojoverse-mindwarping-tv-broadcast,Mindwarping TV Broadcast,xmen,villain,(unmarked),unmarked,,,
xmen-villain-mojoverse-minor-domo,Minor Domo,xmen,villain,(unmarked),unmarked,,,
xmen-villain-murderworld-miss-locke,Miss Locke,xmen,villain,(unmarked),unmarked,,,
xmen-villain-murderworld-monstrous-pinball-machine,Monstrous Pinball Machine,xmen,villain,(unmarked),unmarked,,,
xmen-villain-dark-descendants-nemesis,Nemesis,xmen,villain,(unmarked),unmarked,,,
xmen-villain-shiar-imperial-guard-oracle,Oracle,xmen,villain,(unmarked),unmarked,,,
xmen-villain-dark-descendants-psychic-subjugation,Psychic Subjugation,xmen,villain,(unmarked),unmarked,,,
xmen-villain-dark-descendants-random,Random,xmen,villain,(unmarked),unmarked,,,
xmen-villain-sisterhood-of-mutants-resurrect-madelyne-pryor,Resurrect Madelyne Pryor,xmen,villain,(unmarked),unmarked,,,
henchman-sapien-league,Sapien League,xmen,henchman,(unmarked),unmarked,,,
xmen-villain-hellfire-club-sebastian-shaw-black-king,Sebastian Shaw (Black King),xmen,villain,gainWoundEachPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#gain-wound
xmen-villain-sisterhood-of-mutants-selene,Selene,xmen,villain,(unmarked),unmarked,,,
henchman-shiar-death-commandos,Shi'ar Death Commandos,xmen,henchman,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
henchman-shiar-patrol-craft,Shi'ar Patrol Craft,xmen,henchman,(unmarked),unmarked,,,
xmen-villain-shiar-imperial-guard-shiar-trial-by-combat,Shi'ar Trial by Combat,xmen,villain,(unmarked),unmarked,,,
xmen-villain-shiar-imperial-guard-smasher,Smasher,xmen,villain,(unmarked),unmarked,,,
xmen-villain-mojoverse-spiral,Spiral,xmen,villain,(unmarked),unmarked,,,
xmen-villain-murderworld-sulfuric-acid-water-slide,Sulfuric Acid Water Slide,xmen,villain,(unmarked),unmarked,,,
xmen-villain-sisterhood-of-mutants-typhoid-mary,Typhoid Mary,xmen,villain,(unmarked),unmarked,,,
xmen-villain-mojoverse-warwolves,Warwolves,xmen,villain,koHeroCurrentPlayer,executable,WP-185,,packages/game-engine/src/villain/villainEffects.execute.ts#ko-hero
